Data,A_vista_Reais,A_vista_USD
01/08/2014,35.88,15.87
04/08/2014,35.86,15.87
05/08/2014,35.94,15.73
06/08/2014,35.99,15.83
07/08/2014,35.91,15.63
08/08/2014,35.97,15.74
11/08/2014,36,15.83
12/08/2014,36.09,15.84
13/08/2014,36.05,15.8
14/08/2014,36.1,15.9
15/08/2014,36.09,15.94
18/08/2014,36.16,16.01
19/08/2014,36.28,16.12
20/08/2014,36.37,16.09
21/08/2014,36.41,16.07
22/08/2014,36.48,16
25/08/2014,36.49,15.96
26/08/2014,36.48,16.1
27/08/2014,36.59,16.24
28/08/2014,36.7,16.36
29/08/2014,36.72,16.38
01/09/2014,36.74,16.39
02/09/2014,36.83,16.41
03/09/2014,36.89,16.51
04/09/2014,36.81,16.4
05/09/2014,36.86,16.43
08/09/2014,36.89,16.28
09/09/2014,36.83,16.1
10/09/2014,36.89,16.11
11/09/2014,36.9,16.1
12/09/2014,36.89,15.78
15/09/2014,36.89,15.75
16/09/2014,36.85,15.82
17/09/2014,36.75,15.61
18/09/2014,36.72,15.53
19/09/2014,36.9,15.52
22/09/2014,36.86,15.39
23/09/2014,36.76,15.27
24/09/2014,36.72,15.4
25/09/2014,36.64,15.08
26/09/2014,36.67,15.19
29/09/2014,36.69,14.97
30/09/2014,36.65,14.96
01/10/2014,36.69,14.77
02/10/2014,36.68,14.74
03/10/2014,36.72,14.85
06/10/2014,36.74,15.12
07/10/2014,36.75,15.28
08/10/2014,36.54,15.35
09/10/2014,36.6,15.33
10/10/2014,36.72,15.19
13/10/2014,36.72,15.37
14/10/2014,36.79,15.32
15/10/2014,36.76,15.08
16/10/2014,36.7,14.86
17/10/2014,36.66,15.05
20/10/2014,36.7,14.91
21/10/2014,36.89,14.91
22/10/2014,36.78,14.78
23/10/2014,36.85,14.69
24/10/2014,36.76,14.93
27/10/2014,36.79,14.56
28/10/2014,36.7,14.85
29/10/2014,36.77,14.92
30/10/2014,36.82,15.26
31/10/2014,36.86,14.91
03/11/2014,36.87,14.73
04/11/2014,36.9,14.71
05/11/2014,37.03,14.73
06/11/2014,36.94,14.49
07/11/2014,36.91,14.39
10/11/2014,36.94,14.46
11/11/2014,37.07,14.46
12/11/2014,37.16,14.52
13/11/2014,37.15,14.31
14/11/2014,37.19,14.34
17/11/2014,37.25,14.32
18/11/2014,37.43,14.46
19/11/2014,37.49,14.53
20/11/2014,37.57,14.61
21/11/2014,37.52,14.92
24/11/2014,37.52,14.71
25/11/2014,37.68,14.84
26/11/2014,37.73,15.06
27/11/2014,37.78,15
28/11/2014,37.84,14.74
01/12/2014,37.82,14.82
02/12/2014,37.89,14.72
03/12/2014,37.96,14.86
04/12/2014,37.99,14.69
05/12/2014,37.92,14.61
08/12/2014,37.95,14.53
09/12/2014,37.99,14.64
10/12/2014,37.92,14.52
11/12/2014,38.05,14.35
12/12/2014,37.95,14.27
15/12/2014,37.91,14.11
16/12/2014,37.88,13.82
17/12/2014,37.87,14.01
18/12/2014,38.1,14.36
19/12/2014,38.13,14.36
22/12/2014,38.02,14.28
23/12/2014,38.11,14.08
26/12/2014,38.11,14.24
29/12/2014,38.11,14.09
30/12/2014,38.04,14.33
02/01/2015,38.04,14.13
05/01/2015,37.93,13.97
06/01/2015,38.05,14.1
07/01/2015,37.98,14.03
08/01/2015,38,14.24
09/01/2015,38.05,14.42
12/01/2015,38.08,14.27
13/01/2015,38.01,14.44
14/01/2015,37.99,14.5
15/01/2015,38.17,14.49
16/01/2015,37.97,14.49
19/01/2015,37.56,14.17
20/01/2015,38.4,14.68
21/01/2015,38.32,14.71
22/01/2015,38.38,14.9
23/01/2015,38.47,14.9
26/01/2015,38.42,14.85
27/01/2015,38.37,14.93
28/01/2015,38.35,14.89
29/01/2015,38.38,14.72
30/01/2015,38.44,14.32
02/02/2015,38.43,14.17
03/02/2015,38.24,14.19
04/02/2015,38.27,13.93
05/02/2015,38.21,13.94
06/02/2015,38.13,13.76
09/02/2015,38.07,13.7
10/02/2015,38,13.42
11/02/2015,37.85,13.19
12/02/2015,37.59,13.28
13/02/2015,37.49,13.22
18/02/2015,37.25,13.1
19/02/2015,36.83,12.85
20/02/2015,36.8,12.81
23/02/2015,36.78,12.8
24/02/2015,36.53,12.89
25/02/2015,36.41,12.69
26/02/2015,36.34,12.63
27/02/2015,36.15,12.66
02/03/2015,36.13,12.49
03/03/2015,35.81,12.27
04/03/2015,36.11,12.12
05/03/2015,36.01,11.97
06/03/2015,35.96,11.79
09/03/2015,36.02,11.53
10/03/2015,35.72,11.49
11/03/2015,35.79,11.45
12/03/2015,35.9,11.38
13/03/2015,35.75,10.97
16/03/2015,35.75,11.01
17/03/2015,35.69,10.99
18/03/2015,35.8,11.13
19/03/2015,35.77,10.86
20/03/2015,35.76,11.05
23/03/2015,35.67,11.32
24/03/2015,35.57,11.38
25/03/2015,35.6,11.13
26/03/2015,35.65,11.18
27/03/2015,35.57,10.99
30/03/2015,35.61,11.06
31/03/2015,35.87,11.21
01/04/2015,35.82,11.29
02/04/2015,35.9,11.48
06/04/2015,36.01,11.52
07/04/2015,35.86,11.48
08/04/2015,35.85,11.74
09/04/2015,35.8,11.67
10/04/2015,35.83,11.61
13/04/2015,35.84,11.49
14/04/2015,35.72,11.67
15/04/2015,35.7,11.74
16/04/2015,35.83,11.9
17/04/2015,35.79,11.76
20/04/2015,35.72,11.81
22/04/2015,35.97,11.94
23/04/2015,35.59,11.95
24/04/2015,35.7,12.07
27/04/2015,35.78,12.26
28/04/2015,35.65,12.13
29/04/2015,35.63,12.06
30/04/2015,35.66,11.85
04/05/2015,35.58,11.53
05/05/2015,35.36,11.51
06/05/2015,35.34,11.61
07/05/2015,35.32,11.68
08/05/2015,35.27,11.83
11/05/2015,35.36,11.6
12/05/2015,35.13,11.62
13/05/2015,35,11.52
14/05/2015,34.91,11.65
15/05/2015,35.18,11.74
18/05/2015,35.04,11.61
19/05/2015,34.82,11.46
20/05/2015,34.71,11.55
21/05/2015,34.79,11.44
22/05/2015,35,11.33
25/05/2015,34.86,11.25
26/05/2015,34.12,10.82
27/05/2015,34.09,10.84
28/05/2015,34.2,10.82
29/05/2015,34.18,10.73
01/06/2015,34.25,10.78
02/06/2015,33.28,10.62
03/06/2015,33.06,10.55
05/06/2015,33.19,10.54
08/06/2015,33.18,10.66
09/06/2015,33.68,10.87
10/06/2015,33.59,10.78
11/06/2015,33.67,10.85
12/06/2015,33.71,10.82
15/06/2015,33.71,10.77
16/06/2015,33.67,10.89
17/06/2015,33.53,10.96
18/06/2015,33.59,11
19/06/2015,33.62,10.84
22/06/2015,33.69,10.94
23/06/2015,33.71,10.93
24/06/2015,33.61,10.86
25/06/2015,33.61,10.77
26/06/2015,33.6,10.74
29/06/2015,33.57,10.78
30/06/2015,33.67,10.83
01/07/2015,33.6,10.69
02/07/2015,33.62,10.85
03/07/2015,33.68,10.74
06/07/2015,33.76,10.72
07/07/2015,33.96,10.67
08/07/2015,33.78,10.47
09/07/2015,33.68,10.4
10/07/2015,33.78,10.67
13/07/2015,33.76,10.78
14/07/2015,33.58,10.7
15/07/2015,33.46,10.68
16/07/2015,33.62,10.66
17/07/2015,33.63,10.54
20/07/2015,33.6,10.5
21/07/2015,33.67,10.63
22/07/2015,33.6,10.41
23/07/2015,33.57,10.2
24/07/2015,33.62,10.04
27/07/2015,33.71,10.03
28/07/2015,33.5,9.94
29/07/2015,33.81,10.15
30/07/2015,33.92,10.04
31/07/2015,33.89,9.92
03/08/2015,33.9,9.82
04/08/2015,33.83,9.78
05/08/2015,33.84,9.7
06/08/2015,33.99,9.61
07/08/2015,34.16,9.73
10/08/2015,34.07,9.88
11/08/2015,34.11,9.75
12/08/2015,34.14,9.83
13/08/2015,34.34,9.79
14/08/2015,34.42,9.93
17/08/2015,34.36,9.86
18/08/2015,34.68,10
19/08/2015,34.92,10.03
20/08/2015,35.04,10.15
21/08/2015,35,10.02
24/08/2015,34.98,9.83
25/08/2015,35.39,9.85
26/08/2015,35.67,9.9
27/08/2015,35.66,10.01
28/08/2015,35.73,9.97
31/08/2015,35.82,9.86
01/09/2015,36.01,9.76
02/09/2015,36.09,9.62
03/09/2015,36.15,9.63
04/09/2015,36.13,9.38
08/09/2015,36.22,9.49
09/09/2015,36.79,9.69
10/09/2015,36.82,9.53
11/09/2015,37,9.54
14/09/2015,37.02,9.69
15/09/2015,37.7,9.78
16/09/2015,37.79,9.86
17/09/2015,37.88,9.81
18/09/2015,38.06,9.63
21/09/2015,38.09,9.58
22/09/2015,38.65,9.54
23/09/2015,38.86,9.4
24/09/2015,38.94,9.63
25/09/2015,39.1,9.85
28/09/2015,39.38,9.65
29/09/2015,39.57,9.74
30/09/2015,39.91,10.04
01/10/2015,40.09,10.05
02/10/2015,39.91,10.12
05/10/2015,39.94,10.24
06/10/2015,40.23,10.47
07/10/2015,40.35,10.41
08/10/2015,40.31,10.58
09/10/2015,40.32,10.75
13/10/2015,40.26,10.4
14/10/2015,40.34,10.56
15/10/2015,40.58,10.68
16/10/2015,40.38,10.51
19/10/2015,40.52,10.42
20/10/2015,40.75,10.43
21/10/2015,40.86,10.36
22/10/2015,40.87,10.41
23/10/2015,40.64,10.46
26/10/2015,40.61,10.52
27/10/2015,40.75,10.45
28/10/2015,40.85,10.41
29/10/2015,40.99,10.63
30/10/2015,40.8,10.56
03/11/2015,40.66,10.8
04/11/2015,40.95,10.78
05/11/2015,41.29,10.93
06/11/2015,40.98,10.84
09/11/2015,40.83,10.74
10/11/2015,40.98,10.81
11/11/2015,41.02,10.88
12/11/2015,40.98,10.89
13/11/2015,41.18,10.75
16/11/2015,41.27,10.82
17/11/2015,41.22,10.79
18/11/2015,41.3,10.94
19/11/2015,41.26,11.03
20/11/2015,41.19,11.14
23/11/2015,41.28,11.06
24/11/2015,41.43,11.21
25/11/2015,41.38,11.03
26/11/2015,41.5,11.07
27/11/2015,41.44,10.89
30/11/2015,41.42,10.66
01/12/2015,41.43,10.73
02/12/2015,41.35,10.75
03/12/2015,41.11,10.96
04/12/2015,41.11,11.02
07/12/2015,41.11,10.92
08/12/2015,40.97,10.75
09/12/2015,41.05,10.97
10/12/2015,40.92,10.75
11/12/2015,40.93,10.59
14/12/2015,40.86,10.51
15/12/2015,40.95,10.55
16/12/2015,40.88,10.42
17/12/2015,41.01,10.54
18/12/2015,40.95,10.37
21/12/2015,40.86,10.18
22/12/2015,40.93,10.25
23/12/2015,40.96,10.36
28/12/2015,40.91,10.58
29/12/2015,40.84,10.53
30/12/2015,41,10.35
04/01/2016,41.04,10.14
05/01/2016,40.98,10.27
06/01/2016,40.9,10.18
07/01/2016,40.87,10.11
08/01/2016,40.87,10.13
11/01/2016,40.86,10.09
12/01/2016,41.16,10.19
13/01/2016,41.42,10.35
14/01/2016,41.34,10.35
15/01/2016,41.43,10.23
18/01/2016,41.48,10.29
19/01/2016,41.47,10.24
20/01/2016,41.86,10.17
21/01/2016,41.99,10.11
22/01/2016,42.04,10.24
25/01/2016,41.94,10.22
26/01/2016,41.93,10.32
27/01/2016,42.07,10.3
28/01/2016,42.39,10.41
29/01/2016,42.36,10.52
01/02/2016,42.23,10.64
02/02/2016,42.06,10.56
03/02/2016,42.27,10.78
04/02/2016,42.13,10.83
05/02/2016,41.95,10.72
10/02/2016,42.08,10.69
11/02/2016,41.91,10.54
12/02/2016,42.02,10.52
15/02/2016,42.09,10.54
16/02/2016,41.85,10.3
17/02/2016,42.06,10.58
18/02/2016,41.91,10.38
19/02/2016,41.91,10.38
22/02/2016,42.02,10.66
23/02/2016,41.68,10.53
24/02/2016,41.68,10.54
25/02/2016,41.7,10.58
26/02/2016,41.66,10.43
29/02/2016,41.56,10.4
01/03/2016,41.3,10.47
02/03/2016,41.23,10.59
03/03/2016,41.05,10.76
04/03/2016,41.18,10.93
07/03/2016,41.05,10.84
08/03/2016,40.79,10.87
09/03/2016,40.71,11
10/03/2016,40.47,11.11
11/03/2016,40.46,11.23
14/03/2016,40.38,11.08
15/03/2016,39.99,10.65
16/03/2016,40.19,10.72
17/03/2016,40.2,11.03
18/03/2016,40.14,11.2
21/03/2016,40.01,11.08
22/03/2016,39.6,11.03
23/03/2016,39.91,10.86
24/03/2016,39.81,10.79
28/03/2016,39.66,10.93
29/03/2016,39.54,10.88
30/03/2016,39.65,10.95
31/03/2016,39.6,10.99
01/04/2016,39.6,11.1
04/04/2016,39.54,10.98
05/04/2016,39.49,10.76
06/04/2016,39.51,10.83
07/04/2016,39.63,10.74
08/04/2016,39.6,10.99
11/04/2016,39.7,11.36
12/04/2016,39.59,11.27
13/04/2016,39.64,11.36
14/04/2016,39.82,11.44
15/04/2016,39.7,11.3
18/04/2016,39.69,11.01
19/04/2016,39.55,11.19
20/04/2016,39.84,11.29
22/04/2016,39.94,11.18
25/04/2016,39.91,11.24
26/04/2016,39.91,11.33
27/04/2016,40.21,11.42
28/04/2016,40.52,11.59
29/04/2016,40.55,11.79
02/05/2016,40.55,11.62
03/05/2016,40.68,11.41
04/05/2016,40.76,11.53
05/05/2016,41.06,11.58
06/05/2016,41.19,11.78
09/05/2016,41.01,11.63
10/05/2016,40.97,11.81
11/05/2016,41.27,11.97
12/05/2016,41.46,11.95
13/05/2016,41.44,11.77
16/05/2016,41.33,11.82
17/05/2016,41.72,11.96
18/05/2016,41.91,11.77
19/05/2016,42.15,11.81
20/05/2016,42.2,11.92
23/05/2016,42.16,11.77
24/05/2016,42.88,11.97
25/05/2016,43.13,11.99
27/05/2016,42.84,11.88
30/05/2016,42.87,11.99
31/05/2016,43.65,12.07
01/06/2016,43.77,12.18
02/06/2016,44.12,12.31
03/06/2016,44.16,12.52
06/06/2016,43.84,12.55
07/06/2016,44.85,13
08/06/2016,45.18,13.4
09/06/2016,45.27,13.33
10/06/2016,45.26,13.2
13/06/2016,45.09,12.96
14/06/2016,45.85,13.14
15/06/2016,46.04,13.29
16/06/2016,46.42,13.38
17/06/2016,46.74,13.66
20/06/2016,46.55,13.7
21/06/2016,47.07,13.84
22/06/2016,47.55,14.08
23/06/2016,48.76,14.56
24/06/2016,48.79,14.46
27/06/2016,48.73,14.35
28/06/2016,49.08,14.86
29/06/2016,49.56,15.31
30/06/2016,50.03,15.57
01/07/2016,49.72,15.39
04/07/2016,50.04,15.33
05/07/2016,50.22,15.21
06/07/2016,50.33,15.09
07/07/2016,50.53,15.05
08/07/2016,50.5,15.36
11/07/2016,50.5,15.26
12/07/2016,50.46,15.34
13/07/2016,50.59,15.43
14/07/2016,50.71,15.59
15/07/2016,50.66,15.58
18/07/2016,50.51,15.55
19/07/2016,50.65,15.55
20/07/2016,50.71,15.61
21/07/2016,50.67,15.43
22/07/2016,50.52,15.5
25/07/2016,50.49,15.35
26/07/2016,50.41,15.41
27/07/2016,50.51,15.47
28/07/2016,50.58,15.36
29/07/2016,50.69,15.65
01/08/2016,50.88,15.55
02/08/2016,50.54,15.47
03/08/2016,50.6,15.63
04/08/2016,50.6,15.82
05/08/2016,50.57,15.98
08/08/2016,50.47,15.94
09/08/2016,50.53,16.11
10/08/2016,50.7,16.24
11/08/2016,50.61,16.13
12/08/2016,50.42,15.82
15/08/2016,50.43,15.85
16/08/2016,50.58,15.88
17/08/2016,50.56,15.75
18/08/2016,50.51,15.6
19/08/2016,50.53,15.74
22/08/2016,50.56,15.78
23/08/2016,50.49,15.62
24/08/2016,50.53,15.67
25/08/2016,50.13,15.53
26/08/2016,50.33,15.39
29/08/2016,50.23,15.54
30/08/2016,50.37,15.52
31/08/2016,50.37,15.63
01/09/2016,50.41,15.52
02/09/2016,50.46,15.53
05/09/2016,50.45,15.39
06/09/2016,50.16,15.63
08/09/2016,50.13,15.61
09/09/2016,50.55,15.43
12/09/2016,50.4,15.53
13/09/2016,50.18,15.14
14/09/2016,49.89,14.95
15/09/2016,49.99,15.12
16/09/2016,50.15,15.36
19/09/2016,50.28,15.37
20/09/2016,50.28,15.37
21/09/2016,49.98,15.56
22/09/2016,49.89,15.5
23/09/2016,49.89,15.41
26/09/2016,49.89,15.37
27/09/2016,49.45,15.31
28/09/2016,49.54,15.36
29/09/2016,49.72,15.26
30/09/2016,49.66,15.27
03/10/2016,49.64,15.51
04/10/2016,49.66,15.26
05/10/2016,49.54,15.38
06/10/2016,49.57,15.37
07/10/2016,49.69,15.46
10/10/2016,49.7,15.51
11/10/2016,49.24,15.4
13/10/2016,49.6,15.6
14/10/2016,49.67,15.51
17/10/2016,49.81,15.55
18/10/2016,49.54,15.57
19/10/2016,49.33,15.56
20/10/2016,49.07,15.64
21/10/2016,49.47,15.63
24/10/2016,49.38,15.83
25/10/2016,49.32,15.87
26/10/2016,49.46,15.74
27/10/2016,49.3,15.64
28/10/2016,49.25,15.4
31/10/2016,49.25,15.46
01/11/2016,49.08,15.15
03/11/2016,49.21,15.21
04/11/2016,49.14,15.26
07/11/2016,48.96,15.28
08/11/2016,48.86,15.4
09/11/2016,48.95,15.23
10/11/2016,49.17,14.62
11/11/2016,49.18,14.43
14/11/2016,49.22,14.3
16/11/2016,49.19,14.35
17/11/2016,49.02,14.34
18/11/2016,49.11,14.52
21/11/2016,49.11,14.65
22/11/2016,48.7,14.5
23/11/2016,48.91,14.43
24/11/2016,49.19,14.52
25/11/2016,49.12,14.39
28/11/2016,48.91,14.46
29/11/2016,48.79,14.36
30/11/2016,48.99,14.47
01/12/2016,49.06,14.13
02/12/2016,49.17,14.2
05/12/2016,49.15,14.34
06/12/2016,48.93,14.36
07/12/2016,48.95,14.34
08/12/2016,49.34,14.58
09/12/2016,49.22,14.62
12/12/2016,49.24,14.71
13/12/2016,48.83,14.69
14/12/2016,49.21,14.73
15/12/2016,49.25,14.6
16/12/2016,49.25,14.52
19/12/2016,49.19,14.59
20/12/2016,49.2,14.7
21/12/2016,49.04,14.73
22/12/2016,48.93,14.84
23/12/2016,49.14,15.02
26/12/2016,49.15,15
27/12/2016,49.3,15.05
28/12/2016,49.43,15.06
29/12/2016,49.35,15.19
02/01/2017,49.39,15.03
03/01/2017,49.07,15.06
04/01/2017,49.13,15.25
05/01/2017,49.28,15.41
06/01/2017,49.25,15.28
09/01/2017,49.14,15.38
10/01/2017,49.35,15.45
11/01/2017,49.42,15.52
12/01/2017,49.63,15.65
13/01/2017,49.68,15.46
16/01/2017,49.61,15.33
17/01/2017,49.56,15.44
18/01/2017,49.78,15.47
19/01/2017,49.63,15.52
20/01/2017,49.81,15.67
23/01/2017,49.92,15.76
24/01/2017,50.13,15.82
25/01/2017,50.13,15.82
26/01/2017,50.11,15.76
27/01/2017,50.21,15.93
30/01/2017,50.16,16.09
31/01/2017,49.63,15.77
01/02/2017,49.42,15.69
02/02/2017,49.69,15.94
03/02/2017,49.82,16
06/02/2017,49.55,15.86
07/02/2017,49.77,15.94
08/02/2017,49.86,16
09/02/2017,49.76,15.9
10/02/2017,49.6,15.96
13/02/2017,49.56,15.93
14/02/2017,48.99,15.82
15/02/2017,49.27,16.07
16/02/2017,49.34,16.04
17/02/2017,48.95,15.83
20/02/2017,48.98,15.88
21/02/2017,47.93,15.52
22/02/2017,47.78,15.57
23/02/2017,47.07,15.38
24/02/2017,47.08,15.14
01/03/2017,47.06,15.21
02/03/2017,45.64,14.5
03/03/2017,45.02,14.45
06/03/2017,45.18,14.46
07/03/2017,44.39,14.25
08/03/2017,43.95,13.9
09/03/2017,43.88,13.74
10/03/2017,43.61,13.89
13/03/2017,43.48,13.79
14/03/2017,42.49,13.38
15/03/2017,41.69,13.39
16/03/2017,41.48,13.3
17/03/2017,41.67,13.45
20/03/2017,41.56,13.54
21/03/2017,40.52,13.14
22/03/2017,40.58,13.11
23/03/2017,40.35,12.87
24/03/2017,39.81,12.81
27/03/2017,39.78,12.7
28/03/2017,39.97,12.72
29/03/2017,40.04,12.84
30/03/2017,39.88,12.71
31/03/2017,39.9,12.76
03/04/2017,39.89,12.82
04/04/2017,39.42,12.72
05/04/2017,39.2,12.63
06/04/2017,39.38,12.52
07/04/2017,39.26,12.45
10/04/2017,39.11,12.48
11/04/2017,38.95,12.36
12/04/2017,38.87,12.35
13/04/2017,38.99,12.4
17/04/2017,38.83,12.51
18/04/2017,38.85,12.45
19/04/2017,38.97,12.41
20/04/2017,38.78,12.29
24/04/2017,38.88,12.41
25/04/2017,38.72,12.28
26/04/2017,38.96,12.27
27/04/2017,38.65,12.17
28/04/2017,38.62,12.17
02/05/2017,38.8,12.3
03/05/2017,38.83,12.31
04/05/2017,38.75,12.17
05/05/2017,38.92,12.26
08/05/2017,39.18,12.25
09/05/2017,38.88,12.22
10/05/2017,39.11,12.36
11/05/2017,39.1,12.41
12/05/2017,38.9,12.45
15/05/2017,38.82,12.49
16/05/2017,38.59,12.46
17/05/2017,38.97,12.49
18/05/2017,38.9,11.5
19/05/2017,38.86,11.92
22/05/2017,39.05,11.91
23/05/2017,38.88,11.92
24/05/2017,39.04,11.91
25/05/2017,39.07,11.88
26/05/2017,39.35,12.04
29/05/2017,39.27,12.01
30/05/2017,39.14,12
31/05/2017,39.35,12.16
01/06/2017,39.5,12.16
02/06/2017,39.32,12.09
05/06/2017,39.28,11.95
06/06/2017,39.04,11.91
07/06/2017,39.7,12.12
08/06/2017,39.57,12.13
09/06/2017,39.28,11.97
12/06/2017,39.66,11.97
13/06/2017,39.73,12.02
14/06/2017,39.74,12.08
16/06/2017,39.7,12.07
19/06/2017,39.71,12.07
20/06/2017,39.81,11.94
21/06/2017,39.82,11.96
22/06/2017,39.88,11.97
23/06/2017,39.88,11.94
26/06/2017,40,12.12
27/06/2017,40.13,12.09
28/06/2017,40.15,12.22
29/06/2017,40.31,12.2
30/06/2017,40.49,12.22
03/07/2017,40.53,12.28
04/07/2017,40.34,12.19
05/07/2017,40.3,12.24
06/07/2017,40.26,12.2
07/07/2017,40.19,12.24
10/07/2017,40.05,12.29
11/07/2017,40.27,12.38
12/07/2017,40.32,12.58
13/07/2017,40.3,12.55
14/07/2017,40.23,12.65
17/07/2017,40.12,12.61
18/07/2017,40.11,12.71
19/07/2017,40.31,12.81
20/07/2017,40.35,12.89
21/07/2017,40.16,12.8
24/07/2017,40.27,12.8
25/07/2017,40.03,12.63
26/07/2017,40.05,12.75
27/07/2017,40.21,12.74
28/07/2017,40.22,12.84
31/07/2017,40.19,12.9
01/08/2017,40.2,12.88
02/08/2017,40.3,12.91
03/08/2017,40.24,12.92
04/08/2017,40.16,12.85
07/08/2017,40.13,12.85
08/08/2017,39.94,12.79
09/08/2017,40.19,12.76
10/08/2017,40.19,12.69
11/08/2017,40.5,12.78
14/08/2017,40.5,12.69
15/08/2017,39.83,12.54
16/08/2017,39.75,12.62
17/08/2017,39.55,12.44
18/08/2017,39.52,12.57
21/08/2017,39.83,12.57
22/08/2017,39.63,12.51
23/08/2017,39.14,12.48
24/08/2017,39.09,12.43
25/08/2017,39.14,12.41
28/08/2017,38.81,12.28
29/08/2017,38.55,12.2
30/08/2017,38.38,12.15
31/08/2017,38.43,12.2
01/09/2017,38.76,12.33
04/09/2017,38.61,12.32
05/09/2017,38.41,12.32
06/09/2017,38.05,12.26
08/09/2017,37.77,12.22
11/09/2017,37.63,12.14
12/09/2017,37.03,11.83
13/09/2017,37.34,11.93
14/09/2017,37.01,11.88
15/09/2017,37.17,11.93
18/09/2017,37.15,11.86
19/09/2017,37.53,11.96
20/09/2017,37.53,11.96
21/09/2017,37.22,11.84
22/09/2017,36.97,11.83
25/09/2017,36.79,11.66
26/09/2017,36.72,11.59
27/09/2017,36.58,11.46
28/09/2017,36.22,11.39
29/09/2017,36.42,11.5
02/10/2017,36.35,11.53
03/10/2017,36.39,11.57
04/10/2017,36.26,11.58
05/10/2017,35.98,11.41
06/10/2017,36.49,11.56
09/10/2017,36.09,11.33
10/10/2017,36.35,11.44
11/10/2017,36.21,11.44
13/10/2017,36.2,11.49
16/10/2017,36.28,11.45
17/10/2017,36.54,11.53
18/10/2017,36.55,11.55
19/10/2017,36.44,11.48
20/10/2017,36.41,11.42
23/10/2017,36.29,11.25
24/10/2017,36.46,11.19
25/10/2017,36.56,11.27
26/10/2017,36.88,11.26
27/10/2017,36.65,11.29
30/10/2017,36.68,11.19
31/10/2017,36.75,11.22
01/11/2017,36.94,11.31
03/11/2017,37.11,11.24
06/11/2017,37.25,11.43
07/11/2017,37.29,11.37
08/11/2017,37.33,11.45
09/11/2017,37.15,11.41
10/11/2017,37.15,11.33
13/11/2017,37.24,11.3
14/11/2017,37.3,11.28
16/11/2017,37.55,11.46
17/11/2017,37.45,11.49
20/11/2017,37.22,11.41
21/11/2017,37.36,11.5
22/11/2017,37.47,11.58
23/11/2017,37.22,11.56
24/11/2017,37.38,11.58
27/11/2017,37.34,11.6
28/11/2017,37.32,11.62
29/11/2017,37.09,11.43
30/11/2017,37.21,11.35
01/12/2017,37.27,11.44
04/12/2017,37.14,11.45
05/12/2017,37.41,11.58
06/12/2017,37.48,11.57
07/12/2017,37.49,11.4
08/12/2017,37.44,11.35
11/12/2017,37.43,11.35
12/12/2017,37.37,11.23
13/12/2017,37.3,11.27
14/12/2017,37.2,11.14
15/12/2017,37.38,11.31
18/12/2017,37.43,11.35
19/12/2017,37.33,11.31
20/12/2017,37.17,11.29
21/12/2017,37.4,11.3
22/12/2017,37.37,11.22
26/12/2017,37.28,11.24
27/12/2017,37.4,11.29
28/12/2017,37.37,11.29
02/01/2018,37.41,11.48
03/01/2018,37.38,11.53
04/01/2018,37.13,11.51
05/01/2018,37.4,11.57
08/01/2018,37.44,11.58
09/01/2018,37.13,11.43
10/01/2018,37.03,11.47
11/01/2018,37.01,11.48
12/01/2018,36.96,11.52
15/01/2018,36.77,11.46
16/01/2018,37.13,11.5
17/01/2018,36.78,11.44
18/01/2018,36.71,11.43
19/01/2018,36.56,11.43
22/01/2018,36.58,11.4
23/01/2018,36.6,11.29
24/01/2018,36.55,11.5
25/01/2018,36.27,11.55
26/01/2018,36.24,11.52
29/01/2018,35.85,11.32
30/01/2018,35.84,11.28
31/01/2018,35.85,11.25
01/02/2018,35.7,11.27
02/02/2018,35.84,11.16
05/02/2018,35.82,11.04
06/02/2018,35.88,11.08
07/02/2018,35.87,10.94
08/02/2018,35.78,10.9
09/02/2018,35.53,10.74
14/02/2018,35.64,11.03
15/02/2018,35.36,10.92
16/02/2018,35.08,10.9
19/02/2018,34.75,10.74
20/02/2018,34.74,10.68
21/02/2018,35.32,10.86
22/02/2018,35.34,10.89
23/02/2018,35.38,10.92
26/02/2018,35.37,10.93
27/02/2018,35.24,10.85
28/02/2018,35.08,10.83
01/03/2018,35.07,10.77
02/03/2018,35.18,10.82
05/03/2018,35.36,10.89
06/03/2018,35.14,10.96
07/03/2018,34.91,10.76
08/03/2018,35.07,10.74
09/03/2018,34.93,10.75
12/03/2018,34.88,10.72
13/03/2018,35.12,10.76
14/03/2018,35.13,10.76
15/03/2018,35,10.64
16/03/2018,34.92,10.67
19/03/2018,34.92,10.62
20/03/2018,35.01,10.58
21/03/2018,35.08,10.72
22/03/2018,35.28,10.69
23/03/2018,34.96,10.55
26/03/2018,34.97,10.59
27/03/2018,35.19,10.57
28/03/2018,35.13,10.55
29/03/2018,35.11,10.64
02/04/2018,35.02,10.55
03/04/2018,35.1,10.52
04/04/2018,35.34,10.59
05/04/2018,35.33,10.57
06/04/2018,35.2,10.45
09/04/2018,35.51,10.44
10/04/2018,35.59,10.45
11/04/2018,35.49,10.5
12/04/2018,35.6,10.46
13/04/2018,35.77,10.45
16/04/2018,35.92,10.5
17/04/2018,35.94,10.56
18/04/2018,35.78,10.59
19/04/2018,35.94,10.61
20/04/2018,36.05,10.57
23/04/2018,36.1,10.47
24/04/2018,36.18,10.43
25/04/2018,36.22,10.39
26/04/2018,36.31,10.44
27/04/2018,36.25,10.47
30/04/2018,36.21,10.33
