Data,A_vista_Reais,A_vista_USD
28/01/2022,64.36,11.93
31/01/2022,64.02,12.07
01/02/2022,66.02,12.53
02/02/2022,67.09,12.69
03/02/2022,68,12.85
04/02/2022,67.58,12.69
07/02/2022,67.62,12.86
08/02/2022,68.14,12.97
09/02/2022,69.35,13.29
10/02/2022,69.27,13.25
11/02/2022,69.12,13.23
14/02/2022,69.03,13.23
15/02/2022,72.34,13.96
16/02/2022,72.88,14.21
17/02/2022,73.1,14.14
18/02/2022,73.36,14.28
21/02/2022,73.3,14.36
22/02/2022,73.69,14.55
23/02/2022,73.95,14.78
24/02/2022,74.05,14.47
25/02/2022,73.92,14.37
02/03/2022,74.01,14.48
03/03/2022,74.2,14.77
04/03/2022,74.86,14.74
07/03/2022,74.81,14.73
08/03/2022,74.85,14.8
09/03/2022,74.91,14.95
10/03/2022,74.93,14.93
11/03/2022,75.18,14.88
14/03/2022,75.05,14.63
15/03/2022,75.13,14.58
16/03/2022,75.54,14.8
17/03/2022,76.13,15.11
18/03/2022,76.03,15.16
21/03/2022,75.99,15.35
22/03/2022,76.42,15.54
23/03/2022,76.83,15.88
24/03/2022,76.8,15.91
25/03/2022,76.94,16.19
28/03/2022,76.89,16.12
29/03/2022,76.59,16.09
30/03/2022,76.82,16.06
31/03/2022,76.75,16.12
01/04/2022,76.77,16.44
04/04/2022,76.71,16.63
05/04/2022,76.4,16.41
06/04/2022,75.39,15.97
07/04/2022,75.56,15.92
08/04/2022,75.07,15.96
11/04/2022,74.56,15.92
12/04/2022,73.73,15.76
13/04/2022,73.11,15.6
14/04/2022,73.01,15.56
18/04/2022,72.94,15.66
19/04/2022,72.64,15.54
20/04/2022,72.34,15.64
22/04/2022,72.53,15.12
25/04/2022,72.41,14.86
26/04/2022,71.07,14.24
27/04/2022,70.98,14.3
28/04/2022,70.79,14.34
29/04/2022,70.78,14.3
02/05/2022,70.55,13.92
03/05/2022,70.33,14.17
04/05/2022,70.28,14.31
05/05/2022,69.97,13.91
06/05/2022,70.18,13.83
09/05/2022,70.31,13.64
10/05/2022,70.55,13.77
11/05/2022,70.61,13.74
12/05/2022,70.69,13.74
13/05/2022,70.67,13.98
16/05/2022,70.58,13.99
17/05/2022,70.68,14.3
18/05/2022,70.91,14.22
19/05/2022,70.79,14.41
20/05/2022,71,14.58
23/05/2022,71.09,14.77
24/05/2022,71.29,14.79
25/05/2022,71.61,14.88
26/05/2022,71.61,15.04
27/05/2022,71.75,15.14
30/05/2022,71.81,15.12
31/05/2022,71.68,15.09
01/06/2022,71.73,14.95
02/06/2022,71.78,14.97
03/06/2022,71.75,15
06/06/2022,71.85,14.97
07/06/2022,71.96,14.77
08/06/2022,72,14.75
09/06/2022,71.96,14.65
10/06/2022,72.2,14.49
13/06/2022,72.14,14.08
14/06/2022,72.22,14.05
15/06/2022,72.24,14.38
17/06/2022,72.46,14.1
20/06/2022,72.29,13.94
21/06/2022,72.79,14.13
22/06/2022,73.13,14.14
23/06/2022,73.14,13.99
24/06/2022,73.75,14.03
27/06/2022,73.69,14.1
28/06/2022,74.14,14.08
29/06/2022,74.29,14.3
30/06/2022,74.38,14.22
01/07/2022,74.16,13.93
04/07/2022,74.6,14.01
05/07/2022,75.08,13.92
06/07/2022,75.25,13.9
07/07/2022,75.42,14.11
08/07/2022,75.49,14.34
11/07/2022,75.59,14.08
12/07/2022,75.41,13.87
13/07/2022,75.77,14.02
14/07/2022,76.38,14.06
15/07/2022,76.52,14.15
18/07/2022,76.42,14.09
19/07/2022,76.94,14.2
20/07/2022,77.28,14.15
21/07/2022,77.21,14.06
22/07/2022,77.46,14.08
25/07/2022,77.69,14.46
26/07/2022,77.24,14.43
27/07/2022,77.81,14.82
28/07/2022,77.96,15.11
29/07/2022,77.79,15.02
01/08/2022,77.8,15
02/08/2022,78.05,14.78
03/08/2022,78.26,14.84
04/08/2022,77.68,14.89
05/08/2022,77.64,15.02
08/08/2022,77.56,15.17
09/08/2022,77.08,15.01
10/08/2022,76.72,15.06
11/08/2022,76.17,14.76
12/08/2022,76.11,15.02
15/08/2022,76.08,14.94
16/08/2022,76.04,14.77
17/08/2022,75.73,14.64
18/08/2022,75.94,14.68
